date,open,high,low,close,volume
2015-01-02,19.4834,19.6286,19.1747,19.4834,2842012
2015-01-05,19.4834,19.5415,19.0672,19.1544,4948799
2015-01-06,19.1834,19.2028,18.5543,18.5736,4944121
2015-01-07,18.7091,18.8737,18.4672,18.5204,8045186
2015-01-08,18.7382,19.3383,18.7285,19.2221,7094534
2015-01-09,19.2899,19.4447,19.0237,19.2995,5238601
2015-01-12,19.3479,19.3528,18.8834,19.0576,4768307
2015-01-13,19.2028,19.5899,18.8979,19.0237,5917960
2015-01-14,18.8253,19.164,18.7769,19.106,3881531
2015-01-15,19.2415,19.3576,18.9608,18.9705,4723757
2015-01-16,18.9414,19.3383,18.8834,19.3189,4537800
2015-01-20,19.4544,19.5609,19.135,19.377,3507719
2015-01-21,19.2705,19.6964,19.135,19.648,3619494
2015-01-22,19.6867,20.04,19.4834,19.9867,3992810
2015-01-23,20.0061,20.0787,19.8416,20.0448,3010389
2015-01-26,19.9577,20.0545,19.8319,19.9529,3331008
2015-01-27,19.648,19.6673,18.9608,18.9995,8948721
2015-01-28,19.2318,19.3092,18.6801,18.6898,6818214
2015-01-29,18.6995,19.2511,18.6123,19.1447,5883531
2015-01-30,19.0092,19.2308,18.5543,18.5881,7454968
2015-02-02,18.6995,19.0672,18.3317,18.9898,6490149
2015-02-03,19.1253,19.4834,19.0285,19.4641,4586670
2015-02-04,19.406,19.7302,19.3431,19.5125,4537872
2015-02-05,19.5318,19.8416,19.5125,19.827,3511195
2015-02-06,19.8125,20.0448,19.6577,19.7448,5263073
2015-02-09,19.6286,19.7835,19.5028,19.7254,6849193
2015-02-10,19.7448,20.2868,19.6577,20.2771,5655113
2015-02-11,20.3255,20.3255,20.0061,20.1416,8020778
2015-02-12,21.2934,21.7773,21.1675,21.5837,16922588
2015-02-13,21.5353,21.6225,21.2063,21.5934,7752149
2015-02-17,21.5547,21.7676,21.4192,21.6563,5083466
2015-02-18,21.6321,21.6708,21.3708,21.4095,4273997
2015-02-19,21.6805,21.7192,21.3708,21.4628,4235760
2015-02-20,21.4482,21.6321,21.2934,21.6176,3943820
2015-02-23,21.6128,21.6128,21.3418,21.4482,3125918
2015-02-24,21.5308,21.6766,21.3365,21.6766,3733318
2015-02-25,21.5891,21.6863,21.4094,21.5114,3095526
2015-02-26,21.5308,21.6911,21.3948,21.5697,3821597
2015-02-27,21.5114,21.56,21.3569,21.4337,3937273
2015-03-02,21.3754,22.0749,21.3472,21.9535,7537781
2015-03-03,21.7932,21.9,21.4822,21.5503,4008638
2015-03-04,21.4725,21.8417,21.3851,21.7932,5670997
2015-03-05,21.7932,22.2498,21.7349,22.211,8076425
2015-03-06,22.0846,22.1915,21.8855,21.9098,6434807
2015-03-09,21.9195,22.1332,21.8709,21.968,5559693
2015-03-10,22.0652,22.4917,22.0263,22.3421,13180267
2015-03-11,22.347,22.6385,22.1672,22.2304,6552965
2015-03-12,22.0166,22.1818,21.6086,22.0263,10174260
2015-03-13,21.9195,22.1138,21.6183,22.0555,8982188
2015-03-16,22.2304,22.4539,22.0846,22.3178,5923864
2015-03-17,22.2692,22.5996,22.1138,22.5899,7498556
2015-03-18,22.5899,22.7065,22.0166,22.2207,10346084
2015-03-19,22.2984,22.6385,22.1332,22.5559,7768859
2015-03-20,22.7453,22.9348,22.5316,22.8036,11552119
2015-03-23,22.1235,22.415,22.0555,22.0652,10650277
2015-03-24,21.9972,22.1527,21.6669,21.764,8262025
2015-03-25,21.7543,21.7543,20.3746,20.4426,13563840
2015-03-26,20.0248,20.4572,19.8791,20.3698,7797997
2015-03-27,20.4912,20.8507,20.1609,20.773,7957152
2015-03-30,20.8701,20.9673,20.5981,20.8604,6331256
2015-03-31,20.8021,20.8216,20.3163,20.3309,8931942
2015-04-01,20.4135,20.4815,20.0637,20.4135,8269223
2015-04-02,20.5301,20.5884,20.2872,20.4621,4805086
2015-04-06,20.3746,21.1227,20.1609,21.0499,12896584
2015-04-07,21.0547,21.4725,20.9381,21.2393,10349069
2015-04-08,21.2588,21.4725,21.0547,21.3948,9160786
2015-04-09,21.2296,21.9583,21.2199,21.8855,9485827
2015-04-10,21.9098,22.1235,21.832,22.1138,6468219
2015-04-13,22.0652,22.1915,21.8126,21.9098,5918106
2015-04-14,21.8223,21.9098,21.5151,21.7251,5506852
2015-04-15,21.7834,22.1478,21.6766,21.9875,6088960
2015-04-16,21.8612,22.0458,21.696,21.8515,3882058
2015-04-17,21.3948,21.7834,21.3851,21.5697,7340917
2015-04-20,21.6669,21.8029,21.424,21.4628,5790646
2015-04-21,21.7251,21.7251,21.3268,21.4288,5761365
2015-04-22,21.56,21.7057,21.2296,21.6766,5185481
2015-04-23,21.2782,21.7932,21.0353,21.5891,6484469
2015-04-24,21.5794,21.5891,21.1616,21.4045,6023972
2015-04-27,21.4725,21.9486,21.2879,21.5697,6211356
2015-04-28,21.5308,21.7494,21.3268,21.6717,5862106
2015-04-29,21.5211,21.7349,21.424,21.5114,4878919
2015-04-30,21.4045,21.6717,21.3559,21.5648,5471083
2015-05-01,21.7446,22.1721,21.6474,22.1041,6424185
2015-05-04,22.0846,22.2304,21.9,21.968,5018024
2015-05-05,21.8903,21.9195,21.3074,21.4045,7323195
2015-05-06,21.5211,21.7251,21.1908,21.4725,7912111
2015-05-07,21.3851,21.9195,21.3172,21.8515,13364077
2015-05-08,20.4135,21.2199,19.9082,20.2337,28663778
2015-05-11,19.9568,20.2483,19.8014,20.0443,13603644
2015-05-12,19.8985,20.4038,19.8888,20.2386,9719994
2015-05-13,20.3843,20.5398,20.1609,20.3552,7713070
2015-05-14,20.4135,20.7924,20.3649,20.6855,7326280
2015-05-15,20.773,20.8701,20.5689,20.6952,5395619
2015-05-18,20.6467,20.7924,20.5495,20.6661,8124292
2015-05-19,20.6929,20.7613,20.4977,20.5368,6345222
2015-05-20,20.5465,20.7905,20.5172,20.5368,4920581
2015-05-21,20.5465,20.6344,20.3708,20.3904,5992250
2015-05-22,20.4392,20.5124,20.3123,20.3611,5315282
2015-05-26,20.2635,20.4001,20.0819,20.2342,6493277
2015-05-27,20.3708,21.4104,20.3025,21.3176,10808271
2015-05-28,21.3176,21.6826,21.2786,21.6105,8191431
2015-05-29,21.6105,21.7471,21.5714,21.6007,8379244
2015-06-01,21.7373,22.0596,21.6007,21.8447,9316504
2015-06-02,21.7081,21.8252,21.3957,21.4104,5607582
2015-06-03,21.4738,21.6397,21.1419,21.181,6269692
2015-06-04,21.0541,21.63,21.0541,21.5617,8092765
2015-06-05,21.4933,21.8252,21.2688,21.7276,7833001
2015-06-08,21.6593,21.8057,20.9858,21.2298,8570301
2015-06-09,21.2493,21.4933,21.2103,21.3372,6422222
2015-06-10,21.0834,21.22,20.8394,20.9565,13236526
2015-06-11,20.9565,21.3274,20.9565,21.181,7076296
2015-06-12,21.0443,21.1712,20.5563,20.6051,8093164
2015-06-15,20.4977,20.6588,20.3416,20.566,7663673
2015-06-16,20.527,20.8491,20.322,20.8198,6422253
2015-06-17,20.8101,21.181,20.7613,21.0639,5838648
2015-06-18,21.2395,21.5519,21.181,21.4152,7485090
2015-06-19,21.4152,21.5909,21.1517,21.3469,8891427
2015-06-22,21.386,21.5031,20.937,21.2542,12855929
2015-06-23,21.2981,21.464,20.5465,20.7125,10351627
2015-06-24,20.6832,20.7905,20.4099,20.5075,6334204
2015-06-25,20.5075,20.7905,20.5075,20.6637,8761548
2015-06-26,20.4977,20.6637,20.1561,20.2439,10532373
2015-06-29,20.0097,20.2147,19.6095,19.6388,9793096
2015-06-30,19.7559,19.8437,19.4924,19.629,7897857
2015-07-01,20.117,20.4001,19.7364,19.9121,7573001
2015-07-02,19.9023,20.0585,19.8047,19.9316,3644115
2015-07-06,19.7657,20.039,19.5363,19.6876,5369413
2015-07-07,19.5704,19.6485,18.7017,19.3167,14856327
2015-07-08,19.2093,19.3264,19.0238,19.18,8312287
2015-07-09,19.4826,19.5704,18.8287,18.9458,8939745
2015-07-10,19.1898,19.4533,19.141,19.2776,5417717
2015-07-13,19.4728,19.5118,19.2727,19.4045,5311791
2015-07-14,19.4338,19.4533,19.1605,19.4143,6230429
2015-07-15,19.3655,19.4924,19.1019,19.2776,6643348
2015-07-16,19.3947,19.7071,19.3264,19.7071,7072291
2015-07-17,19.6388,19.6583,19.3361,19.59,5509308
2015-07-20,19.59,19.6681,19.18,19.2288,4710259
2015-07-21,19.1898,19.59,19.1898,19.3167,3743010
2015-07-22,19.18,19.18,18.7115,18.9409,8911819
2015-07-23,18.9848,19.4631,18.9458,19.18,4247872
2015-07-24,19.3167,19.3362,18.8774,18.9555,4721099
2015-07-27,18.7896,19.0629,18.6334,18.8481,4810520
2015-07-28,18.8969,19.385,18.7017,19.2581,4957733
2015-07-29,19.2191,19.6485,19.141,19.4924,5817033
2015-07-30,19.4436,19.7364,19.4436,19.5412,4754479
2015-07-31,19.6193,19.629,19.3557,19.4728,5459211
2015-08-03,19.629,19.8242,19.3752,19.8047,9928278
2015-08-04,19.7364,19.9414,19.6583,19.8828,6502514
2015-08-05,20.3708,20.3904,20.0438,20.0878,5865652
2015-08-06,20.039,20.1854,19.629,19.9609,16391890
2015-08-07,21.9228,22.811,21.3567,22.4304,35131171
2015-08-10,22.2742,23.3772,22.1375,23.2112,16557636
2015-08-11,22.8696,23.3186,22.8696,23.0941,10875209
2015-08-12,22.7232,23.3186,22.7232,23.1527,9602012
2015-08-13,23.1819,23.2308,22.8989,22.9575,6922146
2015-08-14,22.9379,23.1136,22.8013,22.977,5366261
2015-08-17,22.9379,22.9379,22.5475,22.8306,6846973
2015-08-18,22.7595,22.9163,22.4458,22.6223,7177055
2015-08-19,22.5929,22.8428,22.289,22.534,6231842
2015-08-20,22.2792,22.387,21.6127,21.7205,10673329
2015-08-21,21.5637,21.9263,21.0246,21.0442,9566639
2015-08-24,19.868,21.3971,19.6033,20.2993,17057073
2015-08-25,21.1912,21.2696,19.8778,19.8778,15567110
2015-08-26,20.5247,21.3971,20.3679,21.3774,15374439
2015-08-27,21.6029,22.191,21.4755,22.1812,11594083
2015-08-28,22.1714,22.4164,22.0195,22.2792,8023632
2015-08-31,22.1812,22.3282,21.941,22.0342,5483810
2015-09-01,21.3971,21.7597,20.9756,21.1324,8835220
2015-09-02,21.6911,21.7793,21.348,21.7695,8601065
2015-09-03,22.093,22.2008,21.7891,21.8283,6563938
2015-09-04,21.4559,21.7989,21.3088,21.3186,7200245
2015-09-08,21.8381,22.3184,21.7519,22.2302,5961218
2015-09-09,22.2988,22.485,21.7401,21.7891,7234849
2015-09-10,21.6617,22.4066,21.5588,22.1322,8926896
2015-09-11,21.8871,22.3478,21.794,22.2008,7539608
2015-09-14,22.3086,22.3772,22.1225,22.24,4811636
2015-09-15,22.2498,22.6027,22.1812,22.485,8199412
2015-09-16,22.4458,22.7693,22.2743,22.6419,4337684
2015-09-17,23.0339,23.2398,22.7987,22.8477,6717769
2015-09-18,22.534,23.0241,22.3968,22.8281,8160255
2015-09-21,22.8575,23.1123,22.7399,23.0633,7046616
2015-09-22,22.5635,22.7203,22.3135,22.436,5708923
2015-09-23,22.4556,22.6811,22.3675,22.5438,4040849
2015-09-24,22.4066,23.2104,22.0538,22.9751,9561031
2015-09-25,23.2594,23.5926,22.9163,23.1418,9242268
2015-09-28,23.1418,23.2839,22.6909,22.8379,9889576
2015-09-29,23.0829,23.279,22.7595,23.2398,9518373
2015-09-30,23.4554,24.1905,23.3182,24.1611,13909541
2015-10-01,24.1611,24.2297,23.0045,23.6906,12232427
2015-10-02,23.5632,24.3087,23.3182,24.3082,9653639
2015-10-05,24.465,25.2197,24.3376,24.9159,12050571
2015-10-06,24.6512,25.3471,24.5532,25.2393,11360526
2015-10-07,25.2981,25.7588,24.8864,25.504,7753799
2015-10-08,25.3961,25.7195,24.9649,25.651,11501741
2015-10-09,25.5138,25.7588,25.0727,25.553,10581210
2015-10-12,25.5824,25.9744,25.3912,25.8274,5689727
2015-10-13,25.6216,26.0283,25.5334,25.8764,7461071
2015-10-14,25.9058,27.2339,25.8764,26.8174,15304756
2015-10-15,26.8664,27.4349,26.5919,26.886,13151151
2015-10-16,26.9742,27.5623,26.9056,27.3075,11209897
2015-10-19,27.3957,27.5182,26.9448,27.2585,7367780
2015-10-20,27.1408,27.3467,26.935,27.2192,6620614
2015-10-21,27.3859,27.5525,26.8174,26.8664,9667049
2015-10-22,27.18,27.925,27.1408,27.8368,7672091
2015-10-23,28.0818,28.2092,27.6603,28.023,9544357
2015-10-26,28.0426,28.1112,27.6407,27.8956,6185935
2015-10-27,27.7583,28.0499,27.7387,27.876,5206678
2015-10-28,28.0524,28.1014,27.6407,28.1014,5425852
2015-10-29,27.6505,27.9348,27.082,27.131,8179177
2015-10-30,27.4251,28.0034,27.2192,27.8073,7528965
2015-11-02,27.8956,28.1602,27.7289,28.1308,4752197
2015-11-03,27.9642,28.121,27.6211,27.9348,9419230
2015-11-04,27.8564,28.0622,27.3467,27.4741,11056571
2015-11-05,27.6113,27.6848,27.082,27.1604,11969974
2015-11-06,29.8461,31.3065,29.2286,30.9243,29306777
2015-11-09,30.6204,30.8753,30.3558,30.7871,12314225
2015-11-10,30.3852,30.5518,29.5521,30.199,13806497
2015-11-11,30.2186,30.4342,29.7971,29.9049,15503157
2015-11-12,29.8363,30.1107,29.6697,29.7971,7277017
2015-11-13,29.8265,29.9539,29.062,29.209,7323501
2015-11-16,29.5913,29.8167,29.356,29.7971,8607008
2015-11-17,29.8755,30.0519,29.6731,29.7971,6426235
2015-11-18,29.9201,30.5694,29.5905,30.5301,8755358
2015-11-19,30.6383,30.9236,30.3922,30.6186,6351803
2015-11-20,30.8449,31.0614,30.658,30.8843,5993587
2015-11-23,31.1401,31.1401,30.3087,30.4219,6063751
2015-11-24,30.4219,30.9335,30.2841,30.6678,4885692
2015-11-25,30.6088,30.9728,30.5203,30.6285,3457476
2015-11-27,30.6875,30.9827,30.5301,30.8843,2175202
2015-11-30,30.9138,31.3467,30.8843,31.209,8181080
2015-12-01,31.4845,32.2519,31.4549,32.2224,10237433
2015-12-02,32.2716,32.6061,31.9075,31.9764,7356004
2015-12-03,32.2322,32.5667,31.7501,31.9075,6166405
2015-12-04,31.9075,33.2653,31.9075,33.2063,11468924
2015-12-07,33.1964,33.1964,32.4782,32.5766,8339679
2015-12-08,32.1732,33.1571,31.9666,33.0193,7862233
2015-12-09,33.0095,33.2063,31.8485,32.183,9316871
2015-12-10,32.2814,32.6258,32.1732,32.4487,5914923
2015-12-11,32.124,32.3503,31.8977,31.9666,5683038
2015-12-14,31.9961,32.2224,31.6616,32.0453,6908645
2015-12-15,32.4093,32.6651,32.2322,32.4388,7682354
2015-12-16,32.5077,32.7438,32.2224,32.6356,5908874
2015-12-17,32.6848,33.0193,32.124,32.1437,6354044
2015-12-18,31.9174,32.2421,31.5828,31.6222,9897424
2015-12-21,31.9666,32.3995,31.6812,32.365,7105373
2015-12-22,32.4684,32.7242,32.2027,32.3995,3250269
2015-12-23,32.4487,32.6504,32.3896,32.5225,3063139
2015-12-24,32.429,32.7143,32.3798,32.6356,1311231
2015-12-28,32.2912,32.6061,31.8387,32.6061,3550703
2015-12-29,32.6258,33.2358,32.5372,33.1374,5091512
2015-12-30,33.1079,33.3932,32.8422,32.8521,4508570
2015-12-31,32.8029,32.9505,32.429,32.429,3713202
2016-01-04,31.7698,32.0551,31.5238,31.8485,8951907
2016-01-05,32.4487,32.9013,31.9764,32.3601,12256814
2016-01-06,31.8288,31.9764,30.658,31.022,11233604
2016-01-07,30.2448,30.4543,29.3986,29.7922,16132575
2016-01-08,30.1759,30.2054,29.0887,29.1526,9961782
2016-01-11,29.1822,29.4085,28.6804,29.2018,10235095
2016-01-12,29.7233,30.1267,29.4872,29.6938,11733893
2016-01-13,29.9201,30.1169,28.7591,28.7886,12041762
2016-01-14,28.1983,28.5328,27.3718,28.2081,15005864
2016-01-15,27.0766,27.4013,26.2108,26.6732,21036303
2016-01-19,27.2242,27.9917,26.7766,26.8897,11428537
2016-01-20,26.3781,27.3816,26.0239,27.0373,12029457
2016-01-21,27.3324,27.7752,26.7716,27.3521,12036422
2016-01-22,27.8736,28.1786,27.8146,27.9917,6450312
2016-01-25,27.9818,28.3016,27.8982,27.9621,6768203
2016-01-26,28.0212,28.3557,27.7309,28.2376,5699182
2016-01-27,28.1983,28.2819,27.3669,27.9031,5792528
2016-01-28,28.1294,28.2278,27.057,27.5981,6919451
2016-01-29,27.8342,28.8722,27.726,28.8181,7762622
2016-02-01,28.7886,28.9755,28.5426,28.828,7247099
2016-02-02,28.5328,28.6804,27.4112,27.6079,8547710
2016-02-03,27.8244,27.9917,27.1062,27.7457,8169351
2016-02-04,27.785,28.3852,27.48,27.7555,8703450
2016-02-05,27.5686,27.8736,25.9255,26.0042,15010685
2016-02-08,25.6106,25.7385,24.4497,24.8137,15221320
2016-02-09,24.5185,26.1223,24.4005,25.0793,10634314
2016-02-10,25.2368,25.9648,24.8826,25.0203,8394980
2016-02-11,24.3808,25.1482,24.3808,24.8924,8503635
2016-02-12,25.286,25.3647,24.3513,25.3155,8520367
2016-02-16,25.6795,26.5945,25.6008,26.5552,12133795
2016-02-17,26.8897,27.4702,26.7815,27.2144,19286666
2016-02-18,29.4478,30.476,29.4183,29.556,26716489
2016-02-19,29.3986,30.2152,29.1723,29.9496,13140732
2016-02-22,30.3825,31.3566,30.3235,31.0122,11241697
2016-02-23,30.7662,31.3861,30.6186,31.0909,9234450
2016-02-24,30.963,31.3545,30.107,31.3074,8421336
2016-02-25,31.4254,31.5337,30.8154,31.3762,8740367
2016-02-26,31.5238,31.5988,30.8548,31.1696,9049073
2016-02-29,31.2141,31.6189,30.9474,30.9672,8083618
2016-03-01,31.0462,32.3398,30.9968,32.3398,8717512
2016-03-02,32.162,32.6459,32.1028,32.5274,5845933
2016-03-03,32.4879,32.6261,31.8065,32.241,7550088
2016-03-04,32.4879,32.5175,31.8954,32.1423,4382634
2016-03-07,31.9645,32.1818,31.5152,31.9349,6005495
2016-03-08,31.609,31.7967,31.2486,31.3523,6873478
2016-03-09,31.6288,31.6732,30.9277,31.3325,5569737
2016-03-10,31.5202,31.6979,30.6512,31.2832,7152137
2016-03-11,31.7473,31.8263,31.372,31.8164,6934986
2016-03-14,31.6683,32.0238,31.5202,31.8954,4757868
2016-03-15,31.7275,31.9349,31.1746,31.7374,5655420
2016-03-16,31.5004,32.794,31.3523,32.6854,9091068
2016-03-17,32.5669,32.7249,31.9684,32.4089,8841959
2016-03-18,32.794,33.821,32.5866,33.3865,13637802
2016-03-21,33.0903,33.4951,32.7348,33.4852,8444539
2016-03-22,33.3766,33.658,33.0113,33.426,6050266
2016-03-23,33.5741,34.2456,33.426,33.9987,10725171
2016-03-24,33.6926,34.1073,33.584,34.0481,6123854
2016-03-28,33.9889,34.5418,33.9494,34.3937,6634700
2016-03-29,34.2456,35.0257,34.1666,34.9467,6545266
2016-03-30,35.0751,35.7959,35.0553,35.3121,9417474
2016-03-31,35.4701,35.5491,34.9072,35.1837,9497052
2016-04-01,34.9665,35.7169,34.6998,35.6972,8707319
2016-04-04,35.9934,36.181,35.2133,35.3516,9848551
2016-04-05,35.0356,35.6281,34.8973,35.3022,8489215
2016-04-06,34.8578,35.3713,34.1962,35.3516,11334379
2016-04-07,35.1244,35.4404,34.8381,34.9862,9452644
2016-04-08,35.2726,35.4997,34.8628,35.2133,6398373
2016-04-11,35.4207,36.0132,35.3121,35.4306,9688098
2016-04-12,35.5491,35.5984,34.6998,35.3911,7319077
2016-04-13,35.5491,36.2897,35.5491,36.2798,8767861
2016-04-14,36.181,36.5365,36.0329,36.3785,10414131
2016-04-15,36.3687,36.9908,36.2521,36.6649,10924273
2016-04-18,36.5958,36.5958,36.1514,36.5069,7683044
2016-04-19,36.6452,36.7143,35.6281,35.8552,7728777
2016-04-20,35.7959,36.2107,35.7564,35.9934,5004434
2016-04-21,36.0033,36.1712,35.7959,35.9539,4456989
2016-04-22,36.0724,36.3193,35.6922,35.8157,5588539
2016-04-25,35.8256,36.1909,35.7268,35.9934,4799765
2016-04-26,36.2107,36.6254,35.8651,36.023,5363364
2016-04-27,35.9342,36.8624,35.868,36.8427,8809858
2016-04-28,36.6155,36.8328,35.6577,35.7466,9530551
2016-04-29,35.5984,35.6774,34.6998,35.0849,8047562
2016-05-02,35.4207,35.7663,35.2528,35.5491,6401920
2016-05-03,35.1442,35.2923,34.8193,35.1244,5600585
2016-05-04,34.6998,34.7295,33.9691,34.3246,13144065
2016-05-05,34.611,34.9368,34.2752,34.532,6172113
2016-05-06,34.4727,34.9813,34.4036,34.8875,4581000
2016-05-09,34.9763,35.1244,34.5517,34.8381,8333411
2016-05-10,35.0553,35.5688,34.7196,35.5096,6741929
2016-05-11,35.6182,36.0033,35.4207,35.6083,8204441
2016-05-12,35.8651,36.023,34.4925,35.1244,16763533
2016-05-13,38.6991,40.4864,38.5115,40.4667,52756404
2016-05-16,40.1606,42.2639,40.0322,41.6615,24325757
2016-05-17,41.4739,42.0466,40.9408,41.7504,15709762
2016-05-18,41.4739,43.3007,41.4739,42.8169,13526797
2016-05-19,42.649,43.3092,42.5898,43.0045,9971981
2016-05-20,43.2711,43.9525,43.202,43.7747,9777090
2016-05-23,43.9623,44.1302,43.5772,43.8438,10340877
2016-05-24,43.9775,45.0467,43.8587,44.9081,10394721
2016-05-25,45.0467,45.2348,44.3636,44.72,11469411
2016-05-26,44.7992,45.522,44.6705,45.1952,7749081
2016-05-27,45.2447,45.5121,45.0962,45.4428,6935389
2016-05-31,45.6408,46.3486,45.6111,46.2546,10313131
2016-06-01,46.0368,46.7892,45.8982,46.3437,9678267
